"location_name","center_lat","center_lng","bounds_northeast_lat","bounds_northeast_lng","bounds_southwest_lat","bounds_southwest_lng","viewport_northeast_lat","viewport_northeast_lng","viewport_southwest_lat","viewport_southwest_lng"
"Candelária","-29.6690808","-52.78827949999999","-29.6551829","-52.7624347","-29.6930038","-52.8128733","-29.6551829","-52.7624347","-29.6930038","-52.8128733"
"Conde","-7.260780199999999","-34.9078219","-7.2302575","-34.8960091","-7.2910434","-34.9230325","-7.2302575","-34.8960091","-7.2910434","-34.9230325"
"Antibes","43.58041799999999","7.125102","43.6227044","7.1451232","43.5418685","7.0645644","43.6227044","7.1451232","43.5418685","7.0645644"
"Rio Branco","-9.9740249","-67.8098191","-9.916615","-67.7636493","-10.0560461","-67.898544","-9.916615","-67.7636493","-10.0560461","-67.898544"
"Frontignan","43.444815","3.755999","43.4840263","3.826131799999999","43.4160658","3.6724682","43.4840263","3.826131799999999","43.4160658","3.6724682"
"Limoeiro do Ajuru","-1.894388","-49.3824467","-1.8915511","-49.3786429","-1.9042403","-49.3887997","-1.8915511","-49.3786429","-1.9042403","-49.3887997"
"Ipuã","-20.4403475","-48.01509910000001","-20.2895543","-47.9143348","-20.5318197","-48.21135","-20.2895543","-47.9143348","-20.5318197","-48.21135"
"Bagé","-31.3332525","-54.106536","-31.2648583","-54.0233153","-31.3555629","-54.1601228","-31.2648583","-54.0233153","-31.3555629","-54.1601228"
"Mâcon","46.3068839","4.828730999999999","46.3796478","4.8586816","46.2734283","4.7579897","46.3796478","4.8586816","46.2734283","4.7579897"
"Valencia","39.4699075","-0.3762881","39.5073225","-0.2914778","39.308248","-0.4315448","39.5073225","-0.2914778","39.308248","-0.4315448"
"Grigny","48.6552125","2.3872024","48.6737463","2.4072812","48.6431173","2.3649828","48.6737463","2.4072812","48.6431173","2.3649828"
"Barajas de Madrid","40.4653704","-3.5951518","40.5123769","-3.524823","40.4466269","-3.6278999","40.5123769","-3.524823","40.4466269","-3.6278999"
"Encantado","-29.2387927","-51.8764237","-29.2084045","-51.8515641","-29.2535117","-51.9046154","-29.2084045","-51.8515641","-29.2535117","-51.9046154"
"Guaratinga","-16.5857515","-39.7843744","","","","","-16.5844025197085","-39.7830254197085","-16.5871004802915","-39.78572338029149"
"Paulista","-23.5557714","-46.6395571","-23.3566039","-46.3650844","-24.0082209","-46.825514","-23.3566039","-46.3650844","-24.0082209","-46.825514"
"Paramount, California","33.8894598","-118.1597911","33.9185919","-118.142574","33.879717","-118.18871","33.9185919","-118.142574","33.879717","-118.18871"
"Pamplona","42.812526","-1.6457745","42.8381176","-1.6046592","42.7934144","-1.695384","42.8381176","-1.6046592","42.7934144","-1.695384"
"Sueca","39.2033565","-0.3113278","39.21562249999999","-0.2944706","39.1929269","-0.3218438","39.21562249999999","-0.2944706","39.1929269","-0.3218438"
"Itajobi","-21.3157411","-49.0579128","-21.2420313","-48.9001652","-21.491573","-49.2340746","-21.2420313","-48.9001652","-21.491573","-49.2340746"
"Afonso Bezerra","-5.4999848","-36.5072918","-5.4932092","-36.4959347","-5.5053537","-36.5121536","-5.4932092","-36.4959347","-5.5053537","-36.5121536"
"Youngstown, Ohio","41.0997803","-80.6495194","41.1390129","-80.567932","41.04995110000001","-80.711162","41.1390129","-80.567932","41.04995110000001","-80.711162"
"Lavras da Mangabeira","-6.7601077","-39.1233913","","","","","-6.758758719708498","-39.12204231970851","-6.761456680291502","-39.1247402802915"
"Nashua, New Hampshire","42.7653662","-71.46756599999999","42.805634","-71.4323079","42.6999888","-71.5611129","42.805634","-71.4323079","42.6999888","-71.5611129"
"Boynton Beach, Florida","26.5317866","-80.0905465","26.5727851","-80.048953","26.483363","-80.114947","26.5727851","-80.048953","26.483363","-80.114947"
"Corupá","-26.4279149","-49.2398122","-26.3954434","-49.1994055","-26.4544023","-49.2918665","-26.3954434","-49.1994055","-26.4544023","-49.2918665"
"Cabreúva","-23.3073663","-47.1336779","-23.2928403","-47.1115197","-23.3197862","-47.1491786","-23.2928403","-47.1115197","-23.3197862","-47.1491786"
"Novo Oriente","-5.5374178","-40.7736951","","","","","-5.536068819708498","-40.7723461197085","-5.538766780291502","-40.7750440802915"
"Terra Santa","-2.1045652","-56.4881551","-1.6309207","-56.0891785","-2.1794057","-56.7504272","-1.6309207","-56.0891785","-2.1794057","-56.7504272"
"Tacoma, Washington","47.2528768","-122.4442906","47.331984","-122.3482139","47.166528","-122.565437","47.331984","-122.3482139","47.166528","-122.565437"
"Gava","41.3031408","2.0027562","41.31419","2.0207519","41.2932153","1.9859811","41.31419","2.0207519","41.2932153","1.9859811"
"Gilbert Town, Arizona","33.3528264","-111.789027","33.3857919","-111.686071","33.2046378","-111.841854","33.3857919","-111.686071","33.2046378","-111.841854"
"Oyonnax","46.257773","5.655335","46.2995079","5.7133066","46.22030710000001","5.5901876","46.2995079","5.7133066","46.22030710000001","5.5901876"
"Viamão","-30.0722165","-51.0969571","-29.9973113","-50.90909180000001","-30.1977612","-51.1209628","-29.9973113","-50.90909180000001","-30.1977612","-51.1209628"
"Carangola","-20.7351246","-42.0291428","-20.7113074","-42.0118451","-20.7465126","-42.0414156","-20.7113074","-42.0118451","-20.7465126","-42.0414156"
"João Neiva","-19.7568898","-40.3772064","-19.7503579","-40.3688605","-19.7660283","-40.3802318","-19.7503579","-40.3688605","-19.7660283","-40.3802318"
"Anchorage Municipality, Alaska","61.2175758","-149.8996785","61.48393789999999","-148.4600069","60.733791","-150.4206149","61.48393789999999","-148.4600069","60.733791","-150.4206149"
"Taquarana","-9.6457382","-36.4931935","-9.5328919","-36.3883306","-9.6922866","-36.5756727","-9.5328919","-36.3883306","-9.6922866","-36.5756727"
"Grasse","43.660153","6.926492","43.69867929999999","6.9881049","43.613253","6.8858989","43.69867929999999","6.9881049","43.613253","6.8858989"
"Orland Park Village, Illinois","41.6303103","-87.85394250000002","41.6526519","-87.7904499","41.552456","-87.9118319","41.6526519","-87.7904499","41.552456","-87.9118319"
"Taipu","-5.622215799999999","-35.5969707","","","","","-5.620866819708497","-35.5956217197085","-5.623564780291502","-35.5983196802915"
"Salto","-23.1994222","-47.2877772","-23.1107345","-47.2534717","-23.2341637","-47.36047079999999","-23.1107345","-47.2534717","-23.2341637","-47.36047079999999"
"Arapiraca","-9.7555559","-36.6639747","-9.6354475","-36.5413969","-9.881804899999999","-36.7544656","-9.6354475","-36.5413969","-9.881804899999999","-36.7544656"
"São Felipe","-12.8477003","-39.0897074","-12.7300935","-39.0263699","-12.9713738","-39.1618402","-12.7300935","-39.0263699","-12.9713738","-39.1618402"
"Saint-Étienne-du-Rouvray","49.380305","1.108209","49.4099065","1.1238127","49.3567753","1.0579407","49.4099065","1.1238127","49.3567753","1.0579407"
"Sète","43.4078758","3.7008219","43.4302393","3.7482294","43.3260501","3.5530176","43.4302393","3.7482294","43.3260501","3.5530176"
"Port Arthur, Texas","29.8849504","-93.93994699999999","30.032348","-93.822142","29.6310209","-94.1065969","30.032348","-93.822142","29.6310209","-94.1065969"
"Brasiléia","-11.0137555","-68.7453759","-10.3850165","-68.68468969999999","-11.0212099","-69.7778893","-10.3850165","-68.68468969999999","-11.0212099","-69.7778893"
"Pedregulho","-20.2559968","-47.4767911","-20.2340992","-47.468122","-20.269041","-47.48842940000001","-20.2340992","-47.468122","-20.269041","-47.48842940000001"
"Ribeirão Bonito","-22.0685833","-48.17657699999999","-22.0539369","-48.1698657","-22.0815218","-48.1876582","-22.0539369","-48.1698657","-22.0815218","-48.1876582"
"Wheaton, Illinois","41.8661403","-88.1070127","41.8889561","-88.075391","41.8183339","-88.1515551","41.8889561","-88.075391","41.8183339","-88.1515551"
"Formosa","-15.540641","-47.33571","-15.5144866","-47.2647205","-15.5765989","-47.3711613","-15.5144866","-47.2647205","-15.5765989","-47.3711613"
"Itaporanga","-7.305380500000001","-38.1531472","-7.2975425","-38.1431041","-7.3128193","-38.1655549","-7.2975425","-38.1431041","-7.3128193","-38.1655549"
"Ourém","-1.5487701","-47.1155365","-1.3652184","-46.9676781","-1.6118828","-47.32813849999999","-1.3652184","-46.9676781","-1.6118828","-47.32813849999999"
"Norwalk, Connecticut","41.11774399999999","-73.4081575","41.1715961","-73.38056209999999","41.020449","-73.474565","41.1715961","-73.38056209999999","41.020449","-73.474565"
"Urban Honolulu Cdp, Hawaii","21.3098845","-157.8581401","21.4012299","-157.6487031","21.2548377","-157.949443","21.4012299","-157.6487031","21.2548377","-157.949443"
"Villeparisis","48.9392651","2.6126899","48.95705","2.6441148","48.9246237","2.5914158","48.95705","2.6441148","48.9246237","2.5914158"
"Queimadas","-7.3637571","-35.9023681","-7.3559902","-35.8847411","-7.3759801","-35.9098555","-7.3559902","-35.8847411","-7.3759801","-35.9098555"
"Espírito Santo do Pinhal","-22.1968945","-46.7492486","-22.1707457","-46.73552979999999","-22.2075776","-46.7824903","-22.1707457","-46.73552979999999","-22.2075776","-46.7824903"
"Corpus Christi, Texas","27.8005828","-97.39638099999999","27.916473","-96.96115089999999","27.483569","-97.750558","27.916473","-96.96115089999999","27.483569","-97.750558"
"Paramirim","-13.4440677","-42.2490957","-13.4336863","-42.2331608","-13.4702579","-42.2602823","-13.4336863","-42.2331608","-13.4702579","-42.2602823"
"Limerick","52.6638367","-8.6267343","52.6886401","-8.5703399","52.6143899","-8.68994","52.6886401","-8.5703399","52.6143899","-8.68994"
"Maspalomas","27.7605619","-15.5860172","27.7783326","-15.5263599","27.7345817","-15.6143846","27.7783326","-15.5263599","27.7345817","-15.6143846"
"Dubuque, Iowa","42.506348","-90.6677347","42.5578475","-90.6358285","42.4092771","-90.8240192","42.5578475","-90.6358285","42.4092771","-90.8240192"
"Olindina","-11.3626172","-38.3284511","","","","","-11.3612682197085","-38.32710211970849","-11.3639661802915","-38.32980008029149"
"Bakersfield, California","35.3732921","-119.0187125","35.4479751","-118.7723409","35.193979","-119.265033","35.4479751","-118.7723409","35.193979","-119.265033"
"Fécamp","49.755601","0.380774","49.7717848","0.4467303","49.7239654","0.3556669","49.7717848","0.4467303","49.7239654","0.3556669"
"Le Grand-Quevilly","49.411811","1.041384","49.4323366","1.0710785","49.3911781","1.0120339","49.4323366","1.0710785","49.3911781","1.0120339"
"Nijar","36.96593060000001","-2.2067723","36.9699385","-2.2005788","36.9562649","-2.2109872","36.9699385","-2.2005788","36.9562649","-2.2109872"
"Nova Iguaçu","-22.759464","-43.44950499999999","-22.5941768","-43.3650817","-22.8589463","-43.6291683","-22.5941768","-43.3650817","-22.8589463","-43.6291683"
"Pedra","-8.5001014","-36.9482205","-8.417372499999999","-36.7479814","-8.9274461","-37.0717188","-8.417372499999999","-36.7479814","-8.9274461","-37.0717188"
"Santo Antônio da Platina","-23.2939509","-50.0774019","-23.270574","-50.04781029999999","-23.3138359","-50.0965882","-23.270574","-50.04781029999999","-23.3138359","-50.0965882"
"Jutaí","-2.7486506","-66.7727155","-2.3755335","-66.2835331","-6.645343","-70.5718988","-2.3755335","-66.2835331","-6.645343","-70.5718988"
"Montrouge","48.816363","2.317384","48.8222904","2.332461","48.8095805","2.3000976","48.8222904","2.332461","48.8095805","2.3000976"
"Blackpool","53.81674229999999","-3.0370485","53.8782396","-2.9858799","53.7725781","-3.0625248","53.8782396","-2.9858799","53.7725781","-3.0625248"
"Premia de Mar","41.4946642","2.3591531","41.4990534","2.3761939","41.4849529","2.343998","41.4990534","2.3761939","41.4849529","2.343998"
"Los Palacios y Villafranca","37.1584636","-5.9244808","37.1724526","-5.9102025","37.1536703","-5.9414023","37.1724526","-5.9102025","37.1536703","-5.9414023"
"Timbiras","-4.2537785","-43.9400008","-4.236248799999999","-43.9150591","-4.2737798","-43.959174","-4.236248799999999","-43.9150591","-4.2737798","-43.959174"
"Tralee","52.2713096","-9.6999325","52.29248","-9.6610699","52.25176","-9.736839999999999","52.29248","-9.6610699","52.25176","-9.736839999999999"
"Taboão da Serra","-23.6237092","-46.7795774","-23.5955112","-46.7475818","-23.6470822","-46.81991650000001","-23.5955112","-46.7475818","-23.6470822","-46.81991650000001"
"San Javier","37.8054749","-0.8379313","37.8159907","-0.8086388999999999","37.792404","-0.8471291","37.8159907","-0.8086388999999999","37.792404","-0.8471291"
"Beneditinos","-5.457114199999999","-42.36419739999999","-5.2979081","-42.2284343","-5.731244999999999","-42.5989126","-5.2979081","-42.2284343","-5.731244999999999","-42.5989126"
"El Vendrell","41.2196699","1.534307","41.22743","1.5597104","41.2071701","1.5178952","41.22743","1.5597104","41.2071701","1.5178952"
"Rondonópolis","-16.469331","-54.6284739","-16.0683926","-54.3237821","-17.1004421","-54.99627109999999","-16.0683926","-54.3237821","-17.1004421","-54.99627109999999"
"Jerônimo Monteiro","-20.7883645","-41.3910265","-20.7827253","-41.3721451","-20.7983812","-41.4073816","-20.7827253","-41.3721451","-20.7983812","-41.4073816"
"Elyria, Ohio","41.3683798","-82.10764859999999","41.418462","-82.043083","41.333028","-82.1794591","41.418462","-82.043083","41.333028","-82.1794591"
"Denton, Texas","33.2148412","-97.13306829999999","33.358306","-97.0238129","33.116875","-97.2664899","33.358306","-97.0238129","33.116875","-97.2664899"
"Lucena","37.4129332","-4.4961008","37.4279195","-4.4562478","37.4017975","-4.501805600000001","37.4279195","-4.4562478","37.4017975","-4.501805600000001"
"Iperó","-23.3504027","-47.6898918","-23.3368812","-47.6781563","-23.3707712","-47.7050589","-23.3368812","-47.6781563","-23.3707712","-47.7050589"
"Chuí","-33.6894971","-53.4485314","-33.6785825","-53.4389792","-33.6933125","-53.4745102","-33.6785825","-53.4389792","-33.6933125","-53.4745102"
"Allauch","43.33614800000001","5.482573899999999","43.3907563","5.565695799999999","43.3136665","5.4548047","43.3907563","5.565695799999999","43.3136665","5.4548047"
"Santa Fe, New Mexico","35.6869752","-105.937799","35.7540089","-105.894186","35.6109779","-106.0718861","35.7540089","-105.894186","35.6109779","-106.0718861"
"Riachão do Jacuípe","-11.8094253","-39.3830444","-11.7936514","-39.3722187","-11.8184605","-39.4029011","-11.7936514","-39.3722187","-11.8184605","-39.4029011"
"San Ramon, California","37.7643595","-121.9539616","37.795123","-121.8769942","37.7210946","-122.0042213","37.795123","-121.8769942","37.7210946","-122.0042213"
"Porto Real","-22.4400016","-44.3178509","-22.4041923","-44.2696609","-22.4748327","-44.3876941","-22.4041923","-44.2696609","-22.4748327","-44.3876941"
"Jardim de Piranhas","-6.3793339","-37.3504615","","","","","-6.377984919708497","-37.34911251970851","-6.380682880291502","-37.3518104802915"
"Athlone","53.4239331","-7.940689799999999","53.43956","-7.890370000000001","53.4069301","-7.9726401","53.43956","-7.890370000000001","53.4069301","-7.9726401"
"Cambuquira","-21.8501791","-45.2974229","-21.7668169","-45.141702","-21.948677","-45.3637719","-21.7668169","-45.141702","-21.948677","-45.3637719"
"Andradina","-20.8990413","-51.37969769999999","-20.6461898","-51.1341909","-21.0855768","-51.4816126","-20.6461898","-51.1341909","-21.0855768","-51.4816126"
"Canarana","-13.5563987","-52.2691482","-12.6028209","-51.3808276","-13.7824283","-53.1010201","-12.6028209","-51.3808276","-13.7824283","-53.1010201"
"Poço das Trincheiras","-9.3061705","-37.2855048","-9.2991993","-37.2799571","-9.3122235","-37.2906581","-9.2991993","-37.2799571","-9.3122235","-37.2906581"
"Benidorm","38.5411928","-0.1233831","38.5511167","-0.0918635","38.5236983","-0.1681275","38.5511167","-0.0918635","38.5236983","-0.1681275"
"Lubbock, Texas","33.5778631","-101.8551665","33.7084538","-101.7485541","33.473833","-102.028333","33.7084538","-101.7485541","33.473833","-102.028333"
"Niquelândia","-14.4710658","-48.4601862","-14.4509312","-48.4092151","-14.4907557","-48.4866094","-14.4509312","-48.4092151","-14.4907557","-48.4866094"
"Champaign, Illinois","40.1164204","-88.2433829","40.1670741","-88.2210401","40.062188","-88.333179","40.1670741","-88.2210401","40.062188","-88.333179"
"Conceição do Coité","-11.5634718","-39.2838986","-11.5539699","-39.266035","-11.5760275","-39.2975758","-11.5539699","-39.266035","-11.5760275","-39.2975758"
"Humaitá","-7.5169609","-63.0298508","","","","","-7.513121999999999","-63.02807391970849","-7.5169609","-63.0307718802915"
"Marialva","-23.4856611","-51.7935562","-23.4625964","-51.7708072","-23.5011966","-51.8298438","-23.4625964","-51.7708072","-23.5011966","-51.8298438"
"Barra do Bugres","-15.068462","-57.1965351","-15.0305976","-57.1681953","-15.0810742","-57.2121405","-15.0305976","-57.1681953","-15.0810742","-57.2121405"
"Cambridge, Massachusetts","42.3736158","-71.10973349999999","42.4043839","-71.06548719999999","42.3523968","-71.16033209999999","42.4043839","-71.06548719999999","42.3523968","-71.16033209999999"
"Aurillac","44.930953","2.444997","44.9660302","2.4929058","44.8900811","2.3902721","44.9660302","2.4929058","44.8900811","2.3902721"
"Swansea","51.62144","-3.943645999999999","51.6391493","-3.9289927","51.6118816","-3.967001","51.6391493","-3.880042999999999","51.6118816","-3.967001"
"São Sepé","-30.1679176","-53.5643156","-30.1548481","-53.55344849999999","-30.1790354","-53.592889","-30.1548481","-53.55344849999999","-30.1790354","-53.592889"
"Bento Gonçalves","-29.1667089","-51.5169861","-29.1030294","-51.474191","-29.1970487","-51.5612308","-29.1030294","-51.474191","-29.1970487","-51.5612308"
"Lehi, Utah","40.3916172","-111.8507662","40.471736","-111.818818","40.3549879","-111.918773","40.471736","-111.818818","40.3549879","-111.918773"
"Capivari","-22.9946056","-47.50945979999999","-22.9782134","-47.4836095","-23.0173569","-47.5300973","-22.9782134","-47.4836095","-23.0173569","-47.5300973"
"Leesburg Town, Virginia","39.1154523","-77.5645323","39.1385272","-77.5079267","39.0654299","-77.6024279","39.1385272","-77.5079267","39.0654299","-77.6024279"
"Tijucas","-27.240063","-48.63361829999999","-27.2106329","-48.6024106","-27.260151","-48.6656002","-27.2106329","-48.6024106","-27.260151","-48.6656002"
"Santa Perpetua de Mogoda","41.5353285","2.1821487","41.5401987","2.1885282","41.5250704","2.1746506","41.5401987","2.1885282","41.5250704","2.1746506"
"Puerto del Rosario","28.500821","-13.8628367","28.5122432","-13.8434781","28.4864416","-13.8802827","28.5122432","-13.8434781","28.4864416","-13.8802827"
"Roanoke, Virginia","37.2709704","-79.9414266","37.3374169","-79.8774871","37.211227","-80.0375979","37.3374169","-79.8774871","37.211227","-80.0375979"
"São Marcos","-28.9689549","-51.0710475","-28.8727622","-50.9180229","-29.0417693","-51.1854151","-28.8727622","-50.9180229","-29.0417693","-51.1854151"
"Capela","-9.410613399999999","-36.0810571","-9.2187583","-35.9953209","-9.4728735","-36.2008276","-9.2187583","-35.9953209","-9.4728735","-36.2008276"
"Francisco Beltrão","-26.0811184","-53.0531381","-26.0154321","-53.0233961","-26.1162555","-53.0835129","-26.0154321","-53.0233961","-26.1162555","-53.0835129"
"Aracoiaba","-4.371982","-38.8104556","-4.3568118","-38.7950463","-4.377282399999999","-38.81727679999999","-4.3568118","-38.7950463","-4.377282399999999","-38.81727679999999"
"Cruz Alta","-28.6440117","-53.6064638","-28.6268377","-53.5830206","-28.656333","-53.635698","-28.6268377","-53.5830206","-28.656333","-53.635698"
"Cavalcante","-13.7972791","-47.45886050000001","-13.7855957","-47.4367843","-13.8023355","-47.4692673","-13.7855957","-47.4367843","-13.8023355","-47.4692673"
"Onda","39.9604442","-0.2432307","40.0485948","-0.1346108","39.9258144","-0.312878","40.0485948","-0.1346108","39.9258144","-0.312878"
"Mamanguape","-6.8382656","-35.1326671","-6.812725","-35.1090977","-6.853538899999999","-35.1453033","-6.812725","-35.1090977","-6.853538899999999","-35.1453033"
"Peterborough","52.57031689999999","-0.2407996999999999","52.6637708","-0.1032429","52.5060949","-0.4976634","52.6637708","-0.1032429","52.5060949","-0.4976634"
"São Domingos do Prata","-19.8656691","-42.9678548","-19.8505456","-42.95803799999999","-19.8786538","-42.9790579","-19.8505456","-42.95803799999999","-19.8786538","-42.9790579"
"Mogeiro","-7.3018202","-35.4786171","","","","","-7.300471219708498","-35.4772681197085","-7.303169180291502","-35.4799660802915"
"Castelldefels","41.2800161","1.9766294","41.2921378","2.0029982","41.2636384","1.9400819","41.2921378","2.0029982","41.2636384","1.9400819"
"Melun","48.542105","2.6554","48.5607413","2.6819342","48.5235265","2.6285567","48.5607413","2.6819342","48.5235265","2.6285567"
"Mansfield, Texas","32.5631924","-97.1416768","32.6160249","-97.0468209","32.51274190000001","-97.1867718","32.6160249","-97.0468209","32.51274190000001","-97.1867718"
"Tomé Açu","-2.4183855","-48.1544634","-2.0829518","-47.9259898","-3.237645","-48.5577413","-2.0829518","-47.9259898","-3.237645","-48.5577413"
"Le Puy-en-Velay","45.042768","3.882936","45.0576437","3.933581199999999","44.99889049999999","3.861053999999999","45.0576437","3.933581199999999","44.99889049999999","3.861053999999999"
"Moju","-1.8867581","-48.7657371","-1.8767982","-48.754221","-1.9040128","-48.7815232","-1.8767982","-48.754221","-1.9040128","-48.7815232"
"Châlons-en-Champagne","48.956682","4.363073","49.00113940000001","4.4305582","48.92997870000001","4.3295768","49.00113940000001","4.4305582","48.92997870000001","4.3295768"
"Menton","43.774481","7.497540000000001","43.8268592","7.530152999999999","43.7651025","7.467278999999999","43.8268592","7.530152999999999","43.7651025","7.467278999999999"
"Santa Monica","-23.1091974","-53.110225","-23.0428571","-53.0214323","-23.2443015","-53.2088014","-23.0428571","-53.0214323","-23.2443015","-53.2088014"
"Asnières-sur-Seine","48.914155","2.285369","48.9338376","2.3220154","48.9022857","2.2649437","48.9338376","2.3220154","48.9022857","2.2649437"
"Cunha","-23.0742552","-44.9599343","-23.0608037","-44.9451452","-23.0856081","-44.9697356","-23.0608037","-44.9451452","-23.0856081","-44.9697356"
"Yuba , California","39.2547027","-121.3998995","39.6394588","-121.0094771","38.918349","-121.636472","39.6394588","-121.0094771","38.918349","-121.636472"
"Camamu","-13.944341","-39.104571","-13.935757","-39.1005763","-13.9511927","-39.1196212","-13.935757","-39.1005763","-13.9511927","-39.1196212"
"Cedro","-7.719802","-39.2379989","-7.664765399999999","-39.1026172","-7.7893481","-39.2830813","-7.664765399999999","-39.1026172","-7.7893481","-39.2830813"
"Passira","-7.9800193","-35.5809352","-7.967319000000001","-35.5761454","-7.986942999999999","-35.5919189","-7.967319000000001","-35.5761454","-7.986942999999999","-35.5919189"
"Cláudio","-20.4437342","-44.7633922","-20.4248844","-44.7539464","-20.4596434","-44.7865607","-20.4248844","-44.7539464","-20.4596434","-44.7865607"
"Saint Peters","51.368408","1.41619","","","","","51.36975698029149","1.417538980291502","51.36705901970849","1.414841019708498"
"Jandaia do Sul","-23.6009418","-51.6422466","-23.5863392","-51.6153371","-23.6128381","-51.66635489999999","-23.5863392","-51.6153371","-23.6128381","-51.66635489999999"
"José Bonifácio","-21.0548524","-49.6784964","-21.0334815","-49.65442420000001","-21.0787041","-49.7022407","-21.0334815","-49.65442420000001","-21.0787041","-49.7022407"
"Pires do Rio","-17.2996759","-48.2822058","-17.2778031","-48.25786249999999","-17.3297135","-48.2965818","-17.2778031","-48.25786249999999","-17.3297135","-48.2965818"
"Georgetown, Texas","30.6332618","-97.6779842","30.742566","-97.585174","30.570766","-97.832725","30.742566","-97.585174","30.570766","-97.832725"
"Traipu","-9.9711571","-37.0036464","-9.6928927","-36.7981913","-10.0772431","-37.1337797","-9.6928927","-36.7981913","-10.0772431","-37.1337797"
"Presidente Bernardes","-20.7684902","-43.1867782","-20.7621583","-43.1797684","-20.7706529","-43.1900893","-20.7621583","-43.1797684","-20.7706529","-43.1900893"
"Ibateguara","-8.9733099","-35.9305609","-8.8542682","-35.8265717","-9.0679768","-35.9883606","-8.8542682","-35.8265717","-9.0679768","-35.9883606"
"Torres","-29.3383976","-49.728226","-29.3255038","-49.71310649999999","-29.3586886","-49.7517579","-29.3255038","-49.71310649999999","-29.3586886","-49.7517579"
"Nova Londrina","-22.7634241","-52.9922131","-22.7549629","-52.9737154","-22.7833951","-53.0060146","-22.7549629","-52.9737154","-22.7833951","-53.0060146"
"Vauréal","49.029373","2.023163","49.0396644","2.0407731","49.018975","2.0100725","49.0396644","2.0407731","49.018975","2.0100725"
"Orly","48.745193","2.401373","48.7528861","2.4365915","48.7275686","2.3693385","48.7528861","2.4365915","48.7275686","2.3693385"
"Guaraniaçu","-25.1000035","-52.8679149","","","","","-25.0986545197085","-52.8665659197085","-25.10135248029151","-52.86926388029149"
"Wichita Falls, Texas","33.9137085","-98.4933873","33.9964111","-98.42433779999999","33.8356488","-98.61438","33.9964111","-98.42433779999999","33.8356488","-98.61438"
"Desoto, Texas","32.5896998","-96.8570738","32.6476129","-96.822206","32.5648422","-96.9083989","32.6476129","-96.822206","32.5648422","-96.9083989"
"Costa Rica","-18.5437918","-53.1291997","-18.0074431","-52.7584809","-18.986978","-53.5805947","-18.0074431","-52.7584809","-18.986978","-53.5805947"
"Torrent","39.4322368","-0.472373","39.4437655","-0.4536413","39.4042704","-0.4978002","39.4437655","-0.4536413","39.4042704","-0.4978002"
"Itiruçu","-13.5348781","-40.1504317","","","","","-13.5335291197085","-40.1490827197085","-13.5362270802915","-40.1517806802915"
"Coxim","-18.5025435","-54.7404766","-17.6478324","-54.076071","-18.7299277","-55.3061819","-17.6478324","-54.076071","-18.7299277","-55.3061819"
"Valdosta, Georgia","30.8327022","-83.2784851","30.928853","-83.22193109999999","30.7624711","-83.3445129","30.928853","-83.22193109999999","30.7624711","-83.3445129"
"Pinto","40.2375052","-3.6967718","40.2743154","-3.6789034","40.2319096","-3.7342926","40.2743154","-3.6789034","40.2319096","-3.7342926"
"Franconville","48.986011","2.229632","49.0035338","2.2440915","48.9722902","2.2029171","49.0035338","2.2440915","48.9722902","2.2029171"
"Montgeron","48.703859","2.4604529","48.7207423","2.4931836","48.6696209","2.4345038","48.7207423","2.4931836","48.6696209","2.4345038"
"Caçador","-26.7829927","-50.9980996","-26.752358","-50.9429256","-26.813323","-51.0587216","-26.752358","-50.9429256","-26.813323","-51.0587216"
"Pão de Açúcar","-9.7493777","-37.4351721","-9.734269699999999","-37.42754499999999","-9.752303699999999","-37.4498675","-9.734269699999999","-37.42754499999999","-9.752303699999999","-37.4498675"
"Norwich","52.6292567","1.2978802","52.6858357","1.3786135","52.5944502","1.1950855","52.6858357","1.3786135","52.5944502","1.1950855"
"Besançon","47.237829","6.024053899999999","47.31973199999999","6.0836405","47.2006767","5.9408793","47.31973199999999","6.0836405","47.2006767","5.9408793"
"La Mesa, California","32.7678287","-117.0230839","32.7965499","-116.981827","32.7431489","-117.0537621","32.7965499","-116.981827","32.7431489","-117.0537621"
"Grajaú","-23.7721939","-46.6682948","-23.7639808","-46.6564636","-23.781177","-46.6821915","-23.7639808","-46.6564636","-23.781177","-46.6821915"
"Torrejon de Ardoz","40.4567552","-3.4754967","40.4671632","-3.4338816","40.4346663","-3.5178835","40.4671632","-3.4338816","40.4346663","-3.5178835"
"Poções","-14.5253729","-40.3647512","-14.3956478","-40.1657258","-14.745236","-40.6780452","-14.3956478","-40.1657258","-14.745236","-40.6780452"
"Verdun","49.15987639999999","5.3844231","49.1752054","5.4407387","49.1127154","5.2810575","49.1752054","5.4407387","49.1127154","5.2810575"
"Portelândia","-17.357081","-52.67824359999999","-17.2007169","-52.5200873","-17.4770705","-52.8935684","-17.2007169","-52.5200873","-17.4770705","-52.8935684"
"Bourges","47.081012","2.398782","47.1301116","2.4725795","47.0259586","2.3240163","47.1301116","2.4725795","47.0259586","2.3240163"
"Villeneuve-la-Garenne","48.9348269","2.3249236","48.947949","2.3369602","48.9227596","2.3092028","48.947949","2.3369602","48.9227596","2.3092028"
"Osvaldo Cruz","-21.7948968","-50.8777243","-21.7730152","-50.8571681","-21.8130523","-50.9011519","-21.7730152","-50.8571681","-21.8130523","-50.9011519"
