"location_name","center_lat","center_lng","bounds_northeast_lat","bounds_northeast_lng","bounds_southwest_lat","bounds_southwest_lng","viewport_northeast_lat","viewport_northeast_lng","viewport_southwest_lat","viewport_southwest_lng"
"Pôsto Fiscal Rolim de Moura","-13.06959","-62.293228","","","","","-13.0682410197085","-62.29187901970849","-13.0709389802915","-62.2945769802915"
"Piraí do Sul","-24.5337851","-49.93730970000001","-24.5146191","-49.9191723","-24.5502665","-49.9532979","-24.5146191","-49.9191723","-24.5502665","-49.9532979"
"College Station, Texas","30.627977","-96.3344068","30.658246","-96.19660309999999","30.5234559","-96.386719","30.658246","-96.19660309999999","30.5234559","-96.386719"
"Richland, Washington","46.28042000000001","-119.2751996","46.3704569","-119.2113939","46.1998559","-119.400291","46.3704569","-119.2113939","46.1998559","-119.400291"
"Coaraci","-14.6403294","-39.5507893","","","","","-14.6389804197085","-39.5494403197085","-14.6416783802915","-39.55213828029149"
"Coral Gables, Florida","25.7491968","-80.2635411","25.771853","-80.1956259","25.609988","-80.30130000000001","25.771853","-80.1956259","25.609988","-80.30130000000001"
"Barreirinhas","-2.759","-42.8236208","-2.7308441","-42.7759963","-2.7707368","-42.84429129999999","-2.7308441","-42.7759963","-2.7707368","-42.84429129999999"
"Florianópolis","-27.5948036","-48.5569286","-27.2512747","-48.3270908","-27.8919162","-48.6134675","-27.2512747","-48.3270908","-27.8919162","-48.6134675"
"Paranapanema","-23.3863639","-48.7220328","-23.3675755","-48.71034849999999","-23.4615668","-48.9030142","-23.3675755","-48.71034849999999","-23.4615668","-48.9030142"
"Jaboticabal","-21.2553986","-48.3204453","-21.2343494","-48.29746369999999","-21.282128","-48.3534959","-21.2343494","-48.29746369999999","-21.282128","-48.3534959"
"Roseville, California","38.7521235","-121.2880059","38.8103559","-121.184654","38.7162098","-121.4005801","38.8103559","-121.184654","38.7162098","-121.4005801"
"Eysines","44.885793","-0.6488149999999999","44.89805150000001","-0.6221300000000001","44.8574342","-0.6698904","44.89805150000001","-0.6221300000000001","44.8574342","-0.6698904"
"Cananéia","-25.0105827","-47.92988099999999","-24.9982777","-47.9209588","-25.0266283","-47.9418254","-24.9982777","-47.9209588","-25.0266283","-47.9418254"
"Collierville Town, Tennessee","35.042036","-89.6645266","35.1106909","-89.6408819","35.00615","-89.7437479","35.1106909","-89.6408819","35.00615","-89.7437479"
"Livonia, Michigan","42.36837","-83.35270969999999","42.4420329","-83.3128248","42.3524649","-83.436216","42.4420329","-83.3128248","42.3524649","-83.436216"
"Long Beach, California","33.7700504","-118.1937395","33.8854591","-118.063253","33.714957","-118.248966","33.8854591","-118.063253","33.714957","-118.248966"
"Gennevilliers","48.925525","2.293275","48.9509658","2.3284496","48.9127066","2.2475611","48.9509658","2.3284496","48.9127066","2.2475611"
"Benalmadena","36.5987966","-4.5168056","36.6102282","-4.5077723","36.5738925","-4.585910399999999","36.6102282","-4.5077723","36.5738925","-4.585910399999999"
"Imbituva","-25.2293043","-50.6054136","-25.2163168","-50.5859068","-25.2476718","-50.6278795","-25.2163168","-50.5859068","-25.2476718","-50.6278795"
"St. George, Utah","37.0965278","-113.5684164","37.2096874","-113.4768672","36.9999803","-113.6501279","37.2096874","-113.4768672","36.9999803","-113.6501279"
"Nova Prata","-28.7839701","-51.6084754","-28.6287365","-51.4937394","-28.8354624","-51.7140546","-28.6287365","-51.4937394","-28.8354624","-51.7140546"
"Renton, Washington","47.4796927","-122.2079218","47.53982","-122.1204853","47.423075","-122.2540557","47.53982","-122.1204853","47.423075","-122.2540557"
"Tudela","42.0613816","-1.6063169","42.0701101","-1.5911176","42.0449805","-1.6338262","42.0701101","-1.5911176","42.0449805","-1.6338262"
"Bom Jesus do Galho","-19.8364483","-42.31692690000001","-19.514924","-42.20509209999999","-19.937287","-42.524176","-19.514924","-42.20509209999999","-19.937287","-42.524176"
"Zaragoza","41.6488226","-0.8890853","41.6894079","-0.8427317","41.6139746","-0.9472301000000001","41.6894079","-0.8427317","41.6139746","-0.9472301000000001"
"Tanguá","-22.7428193","-42.7205862","-22.6865325","-42.6433562","-22.8591316","-42.8052118","-22.6865325","-42.6433562","-22.8591316","-42.8052118"
"Horta-Guinardo","41.43326039999999","2.1523799","41.4505182","2.1808348","41.4069288","2.1204264","41.4505182","2.1808348","41.4069288","2.1204264"
"Nevers","46.99089600000001","3.162845","47.0071155","3.2023271","46.9632939","3.1172031","47.0071155","3.2023271","46.9632939","3.1172031"
"Jaru","-10.4283569","-62.47366220000001","-10.221946","-62.122004","-11.0747409","-63.1453946","-10.221946","-62.122004","-11.0747409","-63.1453946"
"Arganda","40.3064074","-3.4479915","40.3522888","-3.3697458","40.2483778","-3.5197978","40.3522888","-3.3697458","40.2483778","-3.5197978"
"Courbevoie","48.900552","2.25929","48.9082843","2.2842743","48.8868917","2.2305711","48.9082843","2.2842743","48.8868917","2.2305711"
"Guyancourt","48.762895","2.075323","48.7943952","2.1057166","48.7525836","2.0433109","48.7943952","2.1057166","48.7525836","2.0433109"
"Albany, Georgia","31.5785074","-84.15574099999999","31.623491","-84.0586409","31.5222981","-84.27321700000002","31.623491","-84.0586409","31.5222981","-84.27321700000002"
"Castro-Urdiales","43.3688221","-3.2156354","43.396254","-3.1968073","43.3571211","-3.2361043","43.396254","-3.1968073","43.3571211","-3.2361043"
"Barueri","-23.5035117","-46.8785468","-23.4679541","-46.799515","-23.5535398","-46.9655286","-23.4679541","-46.799515","-23.5535398","-46.9655286"
"Casimiro de Abreu","-22.4797967","-42.202903","-22.469877","-42.1854756","-22.5047201","-42.21930709999999","-22.469877","-42.1854756","-22.5047201","-42.21930709999999"
"Rogers, Arkansas","36.3335129","-94.12569529999999","36.4060952","-94.0806159","36.2628996","-94.2507272","36.4060952","-94.0806159","36.2628996","-94.2507272"
"Saginaw, Michigan","43.4194699","-83.9508068","43.469802","-83.90228479999999","43.3798839","-83.995164","43.469802","-83.90228479999999","43.3798839","-83.995164"
"Clarksville, Tennessee","36.5297706","-87.3594528","36.641761","-87.2107339","36.4788489","-87.482511","36.641761","-87.2107339","36.4788489","-87.482511"
"La Habra, California","33.9318591","-117.946137","33.9460892","-117.9190177","33.9064049","-117.9765945","33.9460892","-117.9190177","33.9064049","-117.9765945"
"Araranguá","-28.9370964","-49.4840256","-28.9120899","-49.4365524","-28.9998547","-49.5569618","-28.9120899","-49.4365524","-28.9998547","-49.5569618"
"Vancouver, Washington","45.6280277","-122.673865","45.6976922","-122.4645713","45.5785831","-122.7733479","45.6976922","-122.4645713","45.5785831","-122.7733479"
"Taquara","-29.6516601","-50.7763602","-29.6167206","-50.7317362","-29.694536","-50.8163597","-29.6167206","-50.7317362","-29.694536","-50.8163597"
"Crateús","-5.17808","-40.6696229","-5.152211599999999","-40.6354276","-5.2043571","-40.71164419999999","-5.152211599999999","-40.6354276","-5.2043571","-40.71164419999999"
"Pirpirituba","-6.781136999999999","-35.496836","","","","","-6.779788019708498","-35.4954870197085","-6.782485980291502","-35.4981849802915"
"Rancho Cordova, California","38.5890723","-121.302728","38.6333879","-121.1849379","38.501909","-121.3364741","38.6333879","-121.1849379","38.501909","-121.3364741"
"Caraúbas","-5.7851722","-37.5597619","","","","","-5.783823219708498","-37.5584129197085","-5.786521180291502","-37.5611108802915"
"Rocklin, California","38.7907339","-121.2357828","38.8526028","-121.188722","38.7711909","-121.3015909","38.8526028","-121.188722","38.7711909","-121.3015909"
"Richmond, California","37.9357576","-122.3477486","38.0268209","-122.2440901","37.883725","-122.441484","38.0268209","-122.2440901","37.883725","-122.441484"
"Savigny-le-Temple","48.59585999999999","2.580987","48.6098429","2.5985589","48.5594271","2.5415105","48.6098429","2.5985589","48.5594271","2.5415105"
"Sucy-en-Brie","48.7708784","2.5221629","48.7863795","2.5807908","48.7512398","2.4939472","48.7863795","2.5807908","48.7512398","2.4939472"
"Hoffman Estates Village, Illinois","42.0629915","-88.12271989999999","42.117825","-88.0600719","42.026627","-88.243049","42.117825","-88.0600719","42.026627","-88.243049"
"Aracaju","-10.9266526","-37.0729014","-10.8618898","-37.0334484","-11.1501259","-37.172864","-10.8618898","-37.0334484","-11.1501259","-37.172864"
"São Cristóvão","-11.0119175","-37.2075563","-10.9915689","-37.1973906","-11.0257644","-37.2231852","-10.9915689","-37.1973906","-11.0257644","-37.2231852"
"Novo Lino","-8.942021","-35.664398","-8.8419299","-35.5545496","-9.0488045","-35.7170377","-8.8419299","-35.5545496","-9.0488045","-35.7170377"
"Plaisir","48.817223","1.949075","48.8377516","1.9866717","48.78806489999999","1.9100239","48.8377516","1.9866717","48.78806489999999","1.9100239"
"Aubervilliers","48.912259","2.384049","48.9244656","2.4115018","48.9011612","2.3656199","48.9244656","2.4115018","48.9011612","2.3656199"
"São Roque","-23.5298156","-47.13740019999999","-23.5000074","-47.1004479","-23.5699961","-47.16472599999999","-23.5000074","-47.1004479","-23.5699961","-47.16472599999999"
"São Miguel do Guamá","-1.6209884","-47.4790888","-1.5931368","-47.4643629","-1.6326122","-47.4968632","-1.5931368","-47.4643629","-1.6326122","-47.4968632"
"Araxá","-19.5851791","-46.9447957","-19.5551118","-46.9055405","-19.6527906","-46.9706726","-19.5551118","-46.9055405","-19.6527906","-46.9706726"
"Lajedo","-8.6609153","-36.32352789999999","-8.5620948","-36.1948013","-8.7863504","-36.3824271","-8.5620948","-36.1948013","-8.7863504","-36.3824271"
"Jacobina","-11.1816506","-40.5120603","-10.7821405","-40.49837040000001","-11.2416152","-40.9255624","-10.7821405","-40.49837040000001","-11.2416152","-40.9255624"
"Maraú","-28.447666","-52.1995122","-28.4024386","-52.1812933","-28.4743936","-52.2408516","-28.4024386","-52.1812933","-28.4743936","-52.2408516"
"Canto do Buriti","-8.111412699999999","-42.9446726","","","","","-8.110063719708496","-42.94332361970849","-8.1127616802915","-42.94602158029149"
"Coelho Neto","-4.2596751","-43.0182166","-4.2388074","-42.9967842","-4.2709217","-43.0308026","-4.2388074","-42.9967842","-4.2709217","-43.0308026"
"Arles","43.676647","4.6277769","43.76042","4.876352199999999","43.3287239","4.4261989","43.76042","4.876352199999999","43.3287239","4.4261989"
"Rochester, Minnesota","44.0121221","-92.4801989","44.10759609999999","-92.38899599999999","43.884379","-92.5733489","44.10759609999999","-92.38899599999999","43.884379","-92.5733489"
"São Paulo","-23.5557714","-46.6395571","-23.3566039","-46.3650844","-24.0082209","-46.825514","-23.3566039","-46.3650844","-24.0082209","-46.825514"
"Porto Velho","-8.7635576","-63.89717040000001","-7.975868299999998","-62.2370555","-10.0004505","-66.8102531","-7.975868299999998","-62.2370555","-10.0004505","-66.8102531"
"Óbidos","-1.8963673","-55.5176144","","","","","-1.895018319708498","-55.5162654197085","-1.897716280291502","-55.5189633802915"
"Cristalina","-16.7639015","-47.6085589","-16.7479433","-47.5835392","-16.7972788","-47.6410716","-16.7479433","-47.5835392","-16.7972788","-47.6410716"
"Muncie, Indiana","40.1933767","-85.3863599","40.2406969","-85.320673","40.1491029","-85.454449","40.2406969","-85.320673","40.1491029","-85.454449"
"Roanne","46.034432","4.072695","46.0713883","4.113226399999999","46.0172173","4.0462506","46.0713883","4.113226399999999","46.0172173","4.0462506"
"Troy, Michigan","42.6064095","-83.1497751","42.62420789999999","-83.0868819","42.5338001","-83.209216","42.62420789999999","-83.0868819","42.5338001","-83.209216"
"La Garenne-Colombes","48.906535","2.244085","48.91360050000001","2.2582158","48.9006518","2.2290994","48.91360050000001","2.2582158","48.9006518","2.2290994"
"La Rinconada","37.4872681","-5.9816424","37.494982","-5.9751881","37.4786115","-5.9875617","37.494982","-5.9751881","37.4786115","-5.9875617"
"Quirinópolis","-18.4495743","-50.4510812","-18.4370981","-50.4293469","-18.4696901","-50.4724235","-18.4370981","-50.4293469","-18.4696901","-50.4724235"
"Quincy, Massachusetts","42.2528772","-71.0022705","42.3135981","-70.93769089999999","42.204256","-71.0932991","42.3135981","-70.93769089999999","42.204256","-71.0932991"
"Cajati","-24.7300224","-48.108265","-24.7133304","-48.0917555","-24.7490759","-48.1309174","-24.7133304","-48.0917555","-24.7490759","-48.1309174"
"Uruçuí","-7.233739599999999","-44.5562123","","","","","-7.232390619708498","-44.5548633197085","-7.235088580291501","-44.55756128029149"
"Monsenhor Gil","-5.560973","-42.6127416","-5.5505692","-42.599352","-5.5759814","-42.621389","-5.5505692","-42.599352","-5.5759814","-42.621389"
"Sarzedo","-20.0359196","-44.1456593","-20.0184179","-44.0937303","-20.0577781","-44.1657377","-20.0184179","-44.0937303","-20.0577781","-44.1657377"
"Trindade","-23.3507675","-44.7240118","-23.3391538","-44.7103769","-23.3604178","-44.7323731","-23.3391538","-44.7103769","-23.3604178","-44.7323731"
"Le Blanc-Mesnil","48.941345","2.46436","48.9557984","2.4842349","48.9183733","2.4309013","48.9557984","2.4842349","48.9183733","2.4309013"
"Poissy","48.929584","2.046982","48.9569895","2.0707698","48.8911226","1.9793251","48.9569895","2.0707698","48.8911226","1.9793251"
"Alfenas","-21.4245313","-45.9470205","-21.140038","-45.8193259","-21.5866461","-46.189155","-21.140038","-45.8193259","-21.5866461","-46.189155"
"Rivas-Vaciamadrid","40.3519065","-3.5357334","40.3760103","-3.5063791","40.3226656","-3.5614742","40.3760103","-3.5063791","40.3226656","-3.5614742"
"Japeri","-22.6438228","-43.6600885","-22.6093541","-43.5339868","-22.7225753","-43.6707826","-22.6093541","-43.5339868","-22.7225753","-43.6707826"
"Palma","39.5696005","2.6501603","39.6020394","2.7696025","39.5378659","2.5919077","39.6020394","2.7696025","39.5378659","2.5919077"
"Mogi Guaçu","-22.3679387","-46.9432454","-22.292555","-46.90666299999999","-22.4009057","-46.98568909999999","-22.292555","-46.90666299999999","-22.4009057","-46.98568909999999"
"Cherbourg-Octeville","49.6337308","-1.622137","49.67459179999999","-1.5825308","49.608373","-1.6722977","49.67459179999999","-1.5825308","49.608373","-1.6722977"
"Cidreira","-30.1768565","-50.2089209","-30.0395772","-50.1703141","-30.2364612","-50.3942391","-30.0395772","-50.1703141","-30.2364612","-50.3942391"
"Forbach","49.186515","6.895295000000001","49.2111769","6.946378699999999","49.1719255","6.8505435","49.2111769","6.946378699999999","49.1719255","6.8505435"
"Augusto Corrêa","-1.0249128","-46.6457853","-1.0118919","-46.6325242","-1.0363418","-46.653034","-1.0118919","-46.6325242","-1.0363418","-46.653034"
"Aliso Viejo, California","33.5684605","-117.7262981","33.6088496","-117.7008133","33.5442318","-117.7571013","33.6088496","-117.7008133","33.5442318","-117.7571013"
"Serro","-18.6033833","-43.3791287","-18.2754909","-43.1855818","-18.7597319","-43.609089","-18.2754909","-43.1855818","-18.7597319","-43.609089"
"Santo Antônio de Jesus","-12.9698503","-39.2617368","-12.9463867","-39.2222539","-12.9958983","-39.309386","-12.9463867","-39.2222539","-12.9958983","-39.309386"
"Dammarie-les-Lys","48.515451","2.634831","48.5346225","2.6550384","48.4946813","2.5848309","48.5346225","2.6550384","48.4946813","2.5848309"
"Mostoles","40.3232129","-3.8676291","40.3439873","-3.8427065","40.3022619","-3.892556","40.3439873","-3.8427065","40.3022619","-3.892556"
"Esteio","-29.846441","-51.1746056","-29.8295526","-51.1012613","-29.8723392","-51.23161289999999","-29.8295526","-51.1012613","-29.8723392","-51.23161289999999"
"Galway","53.270668","-9.0567905","53.31947049999999","-8.9548057","53.2483525","-9.1426873","53.31947049999999","-8.9548057","53.2483525","-9.1426873"
"Salgueiro","-8.0723296","-39.126417","-8.0476064","-39.1029273","-8.095468499999999","-39.1511991","-8.0476064","-39.1029273","-8.095468499999999","-39.1511991"
"North Little Rock, Arkansas","34.756104","-92.2677497","34.8774226","-92.0981884","34.6745288","-92.400283","34.8774226","-92.0981884","34.6745288","-92.400283"
"Maringá","-23.4209995","-51.9330558","-23.2700128","-51.8414745","-23.5517934","-52.09974279999999","-23.2700128","-51.8414745","-23.5517934","-52.09974279999999"
"Chavantes","-23.0375691","-49.7114397","-23.0301489","-49.6962824","-23.0491641","-49.71928020000001","-23.0301489","-49.6962824","-23.0491641","-49.71928020000001"
"Nova Floresta","-6.4554493","-36.2040497","","","","","-6.454100319708497","-36.2027007197085","-6.456798280291502","-36.20539868029149"
"St. Louis, Missouri","38.6270025","-90.19940419999999","38.774349","-90.166409","38.5318519","-90.320515","38.774349","-90.166409","38.5318519","-90.320515"
"Peruíbe","-24.3182917","-46.99406","-24.2388411","-46.917972","-24.4206628","-47.11365310000001","-24.2388411","-46.917972","-24.4206628","-47.11365310000001"
"Vacaria","-28.5038986","-50.93722229999999","-28.4767995","-50.9074137","-28.5256026","-50.9709199","-28.4767995","-50.9074137","-28.5256026","-50.9709199"
"Arroio do Meio","-29.4027118","-51.94307389999999","-29.36126999999999","-51.9117178","-29.4188166","-51.97819459999999","-29.36126999999999","-51.9117178","-29.4188166","-51.97819459999999"
"Itaí","-23.4204473","-49.0909468","-23.3925695","-49.08193","-23.4410498","-49.1101099","-23.3925695","-49.08193","-23.4410498","-49.1101099"
"Feira Nova","-10.2615685","-37.311349","-10.210849","-37.23952480000001","-10.3855206","-37.3971215","-10.210849","-37.23952480000001","-10.3855206","-37.3971215"
"Paiporta","39.4274468","-0.4184093","39.4341802","-0.4123003","39.4206792","-0.4258903","39.4341802","-0.4123003","39.4206792","-0.4258903"
"Campos do Jordão","-22.7408457","-45.59439099999999","-22.7022783","-45.5449916","-22.7637412","-45.6272694","-22.7022783","-45.5449916","-22.7637412","-45.6272694"
"Galdakao","43.2313783","-2.8447524","43.2360874","-2.8333938","43.2242097","-2.8708451","43.2360874","-2.8333938","43.2242097","-2.8708451"
"Centennial, Colorado","39.5807452","-104.8771726","39.6385001","-104.726691","39.5659789","-104.9883521","39.6385001","-104.726691","39.5659789","-104.9883521"
"Cheyenne, Wyoming","41.1399814","-104.8202462","41.192884","-104.673909","41.102181","-104.8609001","41.192884","-104.673909","41.100387","-104.8609001"
"Échirolles","45.142151","5.718033999999999","45.1604305","5.7407113","45.1278408","5.688854099999999","45.1604305","5.7407113","45.1278408","5.688854099999999"
"Longjumeau","48.6930642","2.2947615","48.7069177","2.3283267","48.6776123","2.2830641","48.7069177","2.3283267","48.6776123","2.2830641"
"Melilla","35.2922775","-2.9380973","35.3030924","-2.9232595","35.2694723","-2.9657935","35.3030924","-2.9232595","35.2694723","-2.9657935"
"Belford Roxo","-22.7605591","-43.4037201","-22.6851079","-43.31978489999999","-22.7774959","-43.4340908","-22.6851079","-43.31978489999999","-22.7774959","-43.4340908"
"Agudos","-22.4714683","-48.9790477","-22.3374685","-48.8509631","-22.7846677","-49.3856967","-22.3374685","-48.8509631","-22.7846677","-49.3856967"
"Rio Tavares","-27.6457425","-48.4724789","-27.6377303","-48.4665374","-27.6545126","-48.4791007","-27.6377303","-48.4665374","-27.6545126","-48.4791007"
"Oxford","51.7520209","-1.2577263","51.7963006","-1.1751763","51.704532","-1.3199994","51.7963006","-1.1751763","51.704532","-1.3199994"
"Santa Gertrudes","-22.4573358","-47.5326963","-22.447564","-47.5201691","-22.4634033","-47.5442251","-22.447564","-47.5201691","-22.4634033","-47.5442251"
"Villenave-d’Ornon","44.7799813","-0.5672574","44.8055434","-0.5114105999999999","44.7417099","-0.5932801000000001","44.8055434","-0.5114105999999999","44.7417099","-0.5932801000000001"
"Rio Grande","-29.3646459","-51.6657692","-27.0823021","-49.6913517","-33.7549229","-57.64847959999999","-27.0823021","-49.6913517","-33.7549229","-57.64847959999999"
"Senador Guiomard","-10.1527174","-67.7385254","-10.1352412","-67.7258319","-10.162359","-67.7452052","-10.1352412","-67.7258319","-10.162359","-67.7452052"
"Embu Guaçu","-23.8309593","-46.8157739","-23.7644339","-46.7624463","-23.9417183","-46.9089779","-23.7644339","-46.7624463","-23.9417183","-46.9089779"
"Guanambi","-14.2193421","-42.7796873","-13.9824273","-42.580071","-14.3961482","-43.070051","-13.9824273","-42.580071","-14.3961482","-43.070051"
"Andrelândia","-21.7413709","-44.3110235","-21.7269035","-44.2923033","-21.7535059","-44.326021","-21.7269035","-44.2923033","-21.7535059","-44.326021"
"Warren, Michigan","42.5144566","-83.01465259999999","42.538429","-82.967145","42.447055","-83.0868819","42.538429","-82.967145","42.447055","-83.0868819"
"Botucatu","-22.8873233","-48.444658","-22.5950398","-48.2396231","-23.0812683","-48.8516552","-22.5950398","-48.2396231","-23.0812683","-48.8516552"
"Cerritos, California","33.8583483","-118.0647871","33.8879101","-118.0287091","33.845875","-118.108566","33.8879101","-118.0287091","33.845875","-118.108566"
"Llefia","41.4409851","2.216307","","","","","41.4423340802915","2.217655980291502","41.4396361197085","2.214958019708498"
"San Antonio, Texas","29.4251905","-98.4945922","29.7308885","-98.2229565","29.1862585","-98.80579639999999","29.7308885","-98.2229565","29.1862585","-98.80579639999999"
"Sant Pere de Ribes","41.2596829","1.7757916","41.2642988","1.781691","41.254734","1.7652835","41.2642988","1.781691","41.254734","1.7652835"
"Maués","-3.3941348","-57.7204685","-3.1335918","-56.9137545","-7.350124999999998","-58.92012689999999","-3.1335918","-56.9137545","-7.350124999999998","-58.92012689999999"
"Itinga","-16.6052663","-41.772617","-16.5969487","-41.7612691","-16.6202899","-41.7805477","-16.5969487","-41.7612691","-16.6202899","-41.7805477"
"Mari","-7.054494","-35.3166972","-7.044969300000001","-35.3074768","-7.0715505","-35.3242117","-7.044969300000001","-35.3074768","-7.0715505","-35.3242117"
"Itapuranga","-15.5599279","-49.9428044","-15.5432126","-49.928005","-15.5722266","-49.9645012","-15.5432126","-49.928005","-15.5722266","-49.9645012"
"Nova Russas","-4.7066511","-40.5626139","","","","","-4.705302119708498","-40.5612649197085","-4.708000080291503","-40.5639628802915"
"Saint-Cloud","48.84764699999999","2.208115","48.8616892","2.2256703","48.8263677","2.1807966","48.8616892","2.2256703","48.8263677","2.1807966"
"Alicante","38.3459963","-0.4906855","38.3909328","-0.4034191","38.32474879999999","-0.5416291999999999","38.3909328","-0.4034191","38.32474879999999","-0.5416291999999999"
"Porterville, California","36.06523","-119.0167679","36.1163597","-118.9638672","36.0077338","-119.098155","36.1163597","-118.9638672","36.0077338","-119.098155"
"Manosque","43.835744","5.790916","43.8839454","5.852196999999999","43.774712","5.7270023","43.8839454","5.852196999999999","43.774712","5.7270023"
"Compiègne","49.41781599999999","2.826145","49.4344124","2.9301483","49.36682099999999","2.7791805","49.4344124","2.9301483","49.36682099999999","2.7791805"
"Carballo","43.2128129","-8.6915927","43.3154737","-8.5829152","43.1016962","-8.775155999999999","43.3154737","-8.5829152","43.1016962","-8.775155999999999"
"Pontes e Lacerda","-15.2324928","-59.32992989999999","-15.2191509","-59.3118874","-15.2550593","-59.3573323","-15.2191509","-59.3118874","-15.2550593","-59.3573323"
"Palmdale, California","34.5794343","-118.1164613","34.661043","-117.9157469","34.509813","-118.2871071","34.661043","-117.9157469","34.509813","-118.2871071"
"Santo Augusto","-27.8508886","-53.7763232","-27.8273344","-53.76680229999999","-27.8724536","-53.7922309","-27.8273344","-53.76680229999999","-27.8724536","-53.7922309"
"Lagoa Formosa","-18.7776633","-46.405353","-18.7637513","-46.38946780000001","-18.7928329","-46.4188838","-18.7637513","-46.38946780000001","-18.7928329","-46.4188838"
"Estrela","-29.4870271","-51.9543602","-29.4156907","-51.842351","-29.6090014","-52.0002592","-29.4156907","-51.842351","-29.6090014","-52.0002592"
"Omaha, Nebraska","41.2565369","-95.9345034","41.39317","-95.871141","41.1905479","-96.2913561","41.39317","-95.871141","41.1905479","-96.2913561"
"União da Vitória","-26.221887","-51.08518290000001","","","","","-26.221887","-51.0847989697085","-26.23565","-51.0874969302915"
"Curaçá","-8.9916474","-39.9058348","-8.5328205","-39.3512429","-9.8438102","-39.9859858","-8.5328205","-39.3512429","-9.8438102","-39.9859858"
"Santa Maria, California","34.9530337","-120.4357191","34.9888501","-120.354286","34.875771","-120.5084439","34.9888501","-120.354286","34.875771","-120.5084439"
"São José da Tapera","-9.558118799999999","-37.3834239","-9.4090364","-37.31358","-9.6499201","-37.6762765","-9.4090364","-37.31358","-9.6499201","-37.6762765"
"Araripe","-7.212032900000001","-40.1354541","-7.2014527","-40.1228726","-7.2200952","-40.1491126","-7.2014527","-40.1228726","-7.2200952","-40.1491126"
"Nanuque","-17.8419818","-40.3455433","-17.8234478","-40.3253235","-17.8614845","-40.3802015","-17.8234478","-40.3253235","-17.8614845","-40.3802015"
"Compton, California","33.8958492","-118.2200712","33.923418","-118.1799621","33.863086","-118.2636591","33.923418","-118.1799621","33.863086","-118.2636591"
"Ituverava","-20.3358968","-47.7909635","-20.3091779","-47.76839469999999","-20.3522571","-47.8095169","-20.3091779","-47.76839469999999","-20.3522571","-47.8095169"
"Frei Paulo","-10.5497651","-37.5335734","-10.3705491","-37.474501","-10.6457986","-37.7226498","-10.3705491","-37.474501","-10.6457986","-37.7226498"
"Itapemirim","-20.9025076","-40.7837572","-20.8656525","-40.7493984","-21.1106984","-41.1199162","-20.8656525","-40.7493984","-21.1106984","-41.1199162"
"Realejo Alto","28.3748064","-16.5844417","","","","","28.3761553802915","-16.5830927197085","28.37345741970849","-16.5857906802915"
"Villemomble","48.886727","2.505069","48.8993046","2.5300462","48.87385949999999","2.4870426","48.8993046","2.5300462","48.87385949999999","2.4870426"
"Totana","37.778001","-1.5015009","37.8964523","-1.3693256","37.6674931","-1.6713896","37.8964523","-1.3693256","37.6674931","-1.6713896"
"Champs-sur-Marne","48.852775","2.602651","48.8666304","2.613925","48.8303407","2.5741739","48.8666304","2.613925","48.8303407","2.5741739"
"Passaic, New Jersey","40.8567662","-74.1284764","40.876812","-74.106786","40.834098","-74.14670389999999","40.876812","-74.106786","40.834098","-74.14670389999999"
"Jucurutu","-6.0349454","-37.0183655","","","","","-6.033596419708497","-37.0170165197085","-6.036294380291502","-37.0197144802915"
"Chã Grande","-8.239224499999999","-35.4611955","-8.2339813","-35.4549096","-8.2487914","-35.4679215","-8.2339813","-35.4549096","-8.2487914","-35.4679215"
"Sarcelles","48.997347","2.378493","49.0137285","2.4081824","48.9712268","2.3633739","49.0137285","2.4081824","48.9712268","2.3633739"
"Itapecerica da Serra","-23.7183369","-46.8481043","-23.6703753","-46.7704355","-23.7983578","-46.9321821","-23.6703753","-46.7704355","-23.7983578","-46.9321821"
"Santa Clarita, California","34.3916641","-118.542586","34.4775239","-118.3760711","34.3404979","-118.6131919","34.4775239","-118.3760711","34.3404979","-118.6131919"
"Ituaçu","-13.8122919","-41.2989203","-13.8063842","-41.29277769999999","-13.8267177","-41.3065767","-13.8063842","-41.29277769999999","-13.8267177","-41.3065767"
"Almeirim","-1.5281465","-52.5772966","2.5902024","-51.7778763","-1.7811448","-55.70719649999999","2.5902024","-51.7778763","-1.7811448","-55.70719649999999"
"Macau","-5.113342299999999","-36.6355492","-5.0617987","-36.368185","-5.402238","-36.7515019","-5.0617987","-36.368185","-5.402238","-36.7515019"
"Cergy-Pontoise","49.0331671","2.0547222","49.0864165","2.1630672","48.9904102","1.9543788","49.0864165","2.1630672","48.9904102","1.9543788"
"Miranda","-14.235004","-51.92528","5.2717863","-28.650543","-34.0891","-73.9828169","5.2717863","-28.650543","-34.0891","-73.9828169"
"Schenectady, New York","42.8142432","-73.9395687","42.8436971","-73.893042","42.7634319","-73.983245","42.8436971","-73.893042","42.7634319","-73.983245"
"Algorta","43.3483996","-3.0106664","43.3646536","-2.9670496","43.3392607","-3.0231171","43.3646536","-2.9670496","43.3392607","-3.0231171"
"Caraí","-17.1881483","-41.6978585","","","","","-17.18679931970849","-41.69650951970849","-17.1894972802915","-41.69920748029149"
"Evanston, Illinois","42.0450722","-87.68769689999999","42.0718018","-87.665297","42.01903009999999","-87.7326599","42.0718018","-87.665297","42.01903009999999","-87.7326599"
